index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
17123,밑반찬,간식,쌀,굽기,치즈 가래떡 버터구이 만들기 ]간단한 간식 가래떡 요리 아이들 간식,None,"11,305",None,None,None,[],,[]
