index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
55989,디저트,술안주,건어물류,부침,가문어꼬치 만들기,None,"2,647",None,None,None,"[('가문어통족', ''), ('버터', ''), ('꼬챙이', ''), ('데리야끼소스', ''), ('버터', ''), ('파슬리', '')]",,[]
