index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
55381,디저트,초스피드,채소류,조림,[비건채식]단호박조림,None,"34,126",None,None,None,"[('단호박', ''), ('물', ''), ('유기농흑설탕', ''), ('집간장', ''), ('건대추', ''), ('쌀엿', ''), ('호두', '')]",,[]
