index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
30722,메인반찬,일상,쌀,무침,None,None,None,None,None,None,[],,[]
30723,메인반찬,일상,쌀,무침,None,None,None,None,None,None,[],,[]
