index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
16155,밑반찬,영양식,돼지고기,굽기,삼겹살 수육과 생강조림 구이로 푸짐한 저녁밥상을 만들어 보아요...,None,"50,693",None,None,None,[],,[]
