index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
43554,메인반찬,간식,해물류,삶기,.. 캘리포니아 롤과 오징어 순대 ..,None,"5,038",None,None,None,[],,[]
