index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
14947,밑반찬,손님접대,건어물류,무침,♩마른오징어 무침&충무김밥♩,None,"26,335",None,None,None,[],,[]
