index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
56025,디저트,술안주,과일류,부침,오늘의 야식! '사과계란전'과 클라우드,None,"3,696",15분 이내,아무나,1인분,"[('달걀', ''), ('양파', ''), ('사과', ''), ('마요네즈', ''), ('케첩', ''), ('카놀라유', '')]",초간단 야식을 초스피드로 만들어서 즐겨 보세요.,[]
