item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(20kg),상품,20kg,당일 (10/24),"58,628",111,04,1일전 (10/23),"59,533",1주일전 (10/17),-,2주일전 (10/10),"57,333",1개월전,"42,824",1년전,"50,891",일평년,"52,620"
찹쌀,일반계(1kg),상품,1kg,당일 (10/24),"3,487",112,04,1일전 (10/23),"3,487",1주일전 (10/17),"3,910",2주일전 (10/10),"3,660",1개월전,"3,770",1년전,"3,745",일평년,"4,595"
콩,흰 콩(국산)(500g),상품,500g,당일 (10/24),"5,046",141,04,1일전 (10/23),"5,046",1주일전 (10/17),"5,046",2주일전 (10/10),"5,046",1개월전,"4,936",1년전,"5,584",일평년,"5,071"
팥,붉은 팥(국산)(500g),상품,500g,당일 (10/24),"7,961",142,04,1일전 (10/23),"7,961",1주일전 (10/17),"8,166",2주일전 (10/10),"8,110",1개월전,"8,047",1년전,"7,929",일평년,"7,827"
녹두,국산(500g),상품,500g,당일 (10/24),"12,362",143,04,1일전 (10/23),"12,362",1주일전 (10/17),"12,362",2주일전 (10/10),"12,028",1개월전,"11,110",1년전,"11,234",일평년,"9,032"
고구마,밤(1kg),상품,1kg,당일 (10/24),"5,105",151,04,1일전 (10/23),"5,105",1주일전 (10/17),"4,969",2주일전 (10/10),"5,983",1개월전,"5,568",1년전,"4,939",일평년,"5,349"
감자,수미(노지)(100g),상품,100g,당일 (10/24),374,152,04,1일전 (10/23),374,1주일전 (10/17),369,2주일전 (10/10),369,1개월전,341,1년전,422,일평년,317
메밀,메밀(수입)(1kg),중품,1kg,당일 (10/24),"3,400",144,05,1일전 (10/23),"3,400",1주일전 (10/17),"3,400",2주일전 (10/10),"3,400",1개월전,"3,867",1년전,"4,700",일평년,"3,340"
배추,여름(고랭지)(1포기),상품,1포기,당일 (10/24),"5,554",211,04,1일전 (10/23),"5,581",1주일전 (10/17),"6,526",2주일전 (10/10),"7,020",1개월전,"6,193",1년전,"4,745",일평년,"4,549"
고랭지배추,여름(고랭지)(1포기),상품,1포기,당일 (10/24),"5,554",211,04,1일전 (10/23),"5,581",1주일전 (10/17),"6,526",2주일전 (10/10),"7,020",1개월전,"6,193",1년전,"4,745",일평년,"4,549"
양배추,양배추(1포기),상품,1포기,당일 (10/24),"5,347",212,04,1일전 (10/23),"5,397",1주일전 (10/17),"5,198",2주일전 (10/10),"5,473",1개월전,"5,365",1년전,"4,842",일평년,"4,134"
시금치,시금치(100g),상품,100g,당일 (10/24),"1,067",213,04,1일전 (10/23),"1,067",1주일전 (10/17),"1,405",2주일전 (10/10),"1,847",1개월전,"1,803",1년전,"1,013",일평년,852
상추,적(100g),상품,100g,당일 (10/24),"1,308",214,04,1일전 (10/23),"1,317",1주일전 (10/17),"1,438",2주일전 (10/10),"1,708",1개월전,"1,607",1년전,"1,031",일평년,"1,175"
적상추,적(100g),상품,100g,당일 (10/24),"1,308",214,04,1일전 (10/23),"1,317",1주일전 (10/17),"1,438",2주일전 (10/10),"1,708",1개월전,"1,607",1년전,"1,031",일평년,"1,175"
청상추,청(100g),상품,100g,당일 (10/24),"1,439",214,04,1일전 (10/23),"1,449",1주일전 (10/17),"1,556",2주일전 (10/10),"1,826",1개월전,"1,728",1년전,"1,134",일평년,"1,200"
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (10/24),"2,664",215,04,1일전 (10/23),"2,664",1주일전 (10/17),"3,171",2주일전 (10/10),"3,407",1개월전,"3,727",1년전,"2,595",일평년,"2,479"
수박,수박(1개),상품,1개,당일 (10/24),"18,597",221,04,1일전 (10/23),"18,597",1주일전 (10/17),"16,263",2주일전 (10/10),"17,900",1개월전,"26,123",1년전,"21,688",일평년,"20,131"
오이,가시계통(10개),상품,10개,당일 (10/24),"16,615",223,04,1일전 (10/23),"16,615",1주일전 (10/17),"17,110",2주일전 (10/10),"16,610",1개월전,"12,890",1년전,"11,316",일평년,"9,733"
가시오이,가시계통(10개),상품,10개,당일 (10/24),"16,615",223,04,1일전 (10/23),"16,615",1주일전 (10/17),"17,110",2주일전 (10/10),"16,610",1개월전,"12,890",1년전,"11,316",일평년,"9,733"
다다기오이,다다기계통(10개),상품,10개,당일 (10/24),"10,158",223,04,1일전 (10/23),"10,232",1주일전 (10/17),"11,903",2주일전 (10/10),"12,413",1개월전,"11,709",1년전,"10,337",일평년,"8,744"
취청오이,취청(10개),상품,10개,당일 (10/24),"12,607",223,04,1일전 (10/23),"12,297",1주일전 (10/17),"13,479",2주일전 (10/10),"14,227",1개월전,"14,415",1년전,"11,290",일평년,"9,926"
애호박,애호박(1개),상품,1개,당일 (10/24),"1,367",224,04,1일전 (10/23),"1,385",1주일전 (10/17),"1,606",2주일전 (10/10),"1,716",1개월전,"1,933",1년전,"1,517",일평년,"1,409"
쥬키니,쥬키니(1개),상품,1개,당일 (10/24),"2,487",224,04,1일전 (10/23),"2,487",1주일전 (10/17),"2,820",2주일전 (10/10),"2,653",1개월전,"2,274",1년전,"1,889",일평년,"1,732"
토마토,토마토(1kg),상품,1kg,당일 (10/24),"11,878",225,04,1일전 (10/23),"12,456",1주일전 (10/17),"9,064",2주일전 (10/10),"8,806",1개월전,"8,630",1년전,"7,939",일평년,"7,290"
무,고랭지(1개),상품,1개,당일 (10/24),"2,265",231,04,1일전 (10/23),"2,265",1주일전 (10/17),"2,400",2주일전 (10/10),"2,437",1개월전,"2,350",1년전,"3,368",일평년,"2,680"
당근,무세척(1kg),상품,1kg,당일 (10/24),"5,340",232,04,1일전 (10/23),"5,274",1주일전 (10/17),"5,619",2주일전 (10/10),"6,318",1개월전,"6,273",1년전,"5,210",일평년,"4,943"
열무,열무(1kg),상품,1kg,당일 (10/24),"2,752",233,04,1일전 (10/23),"2,736",1주일전 (10/17),"3,113",2주일전 (10/10),"3,337",1개월전,"3,760",1년전,"2,739",일평년,"2,819"
건고추,화건(600g),상품,600g,당일 (10/24),"18,380",241,04,1일전 (10/23),"18,380",1주일전 (10/17),"20,050",2주일전 (10/10),"19,232",1개월전,"18,669",1년전,"16,100",일평년,"16,467"
풋고추,풋고추(녹광 등)(100g),상품,100g,당일 (10/24),"1,799",242,04,1일전 (10/23),"1,829",1주일전 (10/17),"1,736",2주일전 (10/10),"1,776",1개월전,"1,847",1년전,"1,459",일평년,"1,264"
고추,풋고추(녹광 등)(100g),상품,100g,당일 (10/24),"1,799",242,04,1일전 (10/23),"1,829",1주일전 (10/17),"1,736",2주일전 (10/10),"1,776",1개월전,"1,847",1년전,"1,459",일평년,"1,264"
꽈리고추,꽈리고추(100g),상품,100g,당일 (10/24),"1,663",242,04,1일전 (10/23),"1,663",1주일전 (10/17),"1,751",2주일전 (10/10),"1,798",1개월전,"1,761",1년전,"1,505",일평년,"1,287"
청양고추,청양고추(100g),상품,100g,당일 (10/24),"1,296",242,04,1일전 (10/23),"1,287",1주일전 (10/17),"1,417",2주일전 (10/10),"1,520",1개월전,"1,591",1년전,"1,162",일평년,"1,015"
오이고추,오이맛고추(100g),상품,100g,당일 (10/24),"1,263",242,04,1일전 (10/23),"1,260",1주일전 (10/17),"1,237",2주일전 (10/10),"1,379",1개월전,"1,332",1년전,974,일평년,974
붉은고추,붉은고추(100g),상품,100g,당일 (10/24),"2,371",243,04,1일전 (10/23),"2,371",1주일전 (10/17),"2,265",2주일전 (10/10),"2,306",1개월전,"2,255",1년전,"2,306",일평년,"1,896"
양파,양파(1kg),상품,1kg,당일 (10/24),"2,288",245,04,1일전 (10/23),"2,288",1주일전 (10/17),"2,250",2주일전 (10/10),"2,297",1개월전,"2,075",1년전,"2,727",일평년,"2,057"
대파,대파(1kg),상품,1kg,당일 (10/24),"3,808",246,04,1일전 (10/23),"3,725",1주일전 (10/17),"3,898",2주일전 (10/10),"3,810",1개월전,"3,499",1년전,"3,257",일평년,"3,322"
쪽파,쪽파(1kg),상품,1kg,당일 (10/24),"9,793",246,04,1일전 (10/23),"10,047",1주일전 (10/17),"11,335",2주일전 (10/10),"12,327",1개월전,"8,603",1년전,"7,230",일평년,"6,260"
생강,국산(1kg),상품,1kg,당일 (10/24),"13,513",247,04,1일전 (10/23),"13,513",1주일전 (10/17),"16,640",2주일전 (10/10),"18,079",1개월전,"19,817",1년전,"9,236",일평년,"9,439"
고춧가루,국산(1kg),상품,1kg,당일 (10/24),"35,734",248,04,1일전 (10/23),"35,734",1주일전 (10/17),"38,564",2주일전 (10/10),"38,564",1개월전,"36,963",1년전,"30,973",일평년,"32,452"
미나리,미나리(100g),상품,100g,당일 (10/24),"1,893",252,04,1일전 (10/23),"1,893",1주일전 (10/17),"1,932",2주일전 (10/10),"1,962",1개월전,"1,932",1년전,"1,604",일평년,774
깻잎,깻잎(100g),상품,100g,당일 (10/24),"2,902",253,04,1일전 (10/23),"2,902",1주일전 (10/17),"3,180",2주일전 (10/10),"3,461",1개월전,"3,101",1년전,"2,506",일평년,"2,194"
피망,청(100g),상품,100g,당일 (10/24),"1,406",255,04,1일전 (10/23),"1,439",1주일전 (10/17),"1,367",2주일전 (10/10),"1,361",1개월전,"1,492",1년전,"1,088",일평년,"1,034"
파프리카,파프리카(200g),상품,200g,당일 (10/24),"1,812",256,04,1일전 (10/23),"1,835",1주일전 (10/17),"2,140",2주일전 (10/10),"2,073",1개월전,"2,235",1년전,"1,974",일평년,"1,781"
멜론,멜론(1개),상품,1개,당일 (10/24),"10,129",257,04,1일전 (10/23),"10,106",1주일전 (10/17),"10,817",2주일전 (10/10),"11,670",1개월전,"11,953",1년전,"11,209",일평년,"9,429"
알배기배추,알배기배추(1포기),상품,1포기,당일 (10/24),"4,164",279,04,1일전 (10/23),"4,182",1주일전 (10/17),"4,271",2주일전 (10/10),"4,740",1개월전,"4,503",1년전,-,일평년,-
브로콜리,브로콜리(국산)(1개),상품,1개,당일 (10/24),"3,262",280,04,1일전 (10/23),"3,262",1주일전 (10/17),"3,489",2주일전 (10/10),"3,105",1개월전,"3,788",1년전,-,일평년,-
방울토마토,방울토마토(1kg),상품,1kg,당일 (10/24),"13,370",422,04,1일전 (10/23),"13,370",1주일전 (10/17),"11,268",2주일전 (10/10),"10,973",1개월전,"11,844",1년전,"10,719",일평년,"9,445"
대추방울토마토,대추방울토마토(1kg),상품,1kg,당일 (10/24),"12,101",422,04,1일전 (10/23),"12,101",1주일전 (10/17),"11,401",2주일전 (10/10),"11,661",1개월전,"14,800",1년전,"11,914",일평년,"9,916"
마늘,난지(대서)(10kg),상품,10kg,당일 (10/24),"43,300",244,04,1일전 (10/23),"43,300",1주일전 (10/17),"43,300",2주일전 (10/10),"43,300",1개월전,"43,250",1년전,"64,551",일평년,"60,039"
참깨,백색(국산)(500g),상품,500g,당일 (10/24),"18,413",312,04,1일전 (10/23),"18,413",1주일전 (10/17),"18,413",2주일전 (10/10),"18,413",1개월전,"16,886",1년전,"16,581",일평년,"14,887"
땅콩,국산(100g),상품,100g,당일 (10/24),"2,854",314,04,1일전 (10/23),"2,849",1주일전 (10/17),"2,673",2주일전 (10/10),"2,654",1개월전,"2,836",1년전,"2,665",일평년,"2,481"
느타리버섯,느타리버섯(100g),상품,100g,당일 (10/24),"1,395",315,04,1일전 (10/23),"1,395",1주일전 (10/17),"1,413",2주일전 (10/10),"1,750",1개월전,"1,241",1년전,"1,071",일평년,"1,047"
애느타리버섯,애느타리버섯(100g),상품,100g,당일 (10/24),605,315,04,1일전 (10/23),605,1주일전 (10/17),585,2주일전 (10/10),628,1개월전,699,1년전,565,일평년,519
팽이버섯,팽이버섯(150g),상품,150g,당일 (10/24),610,316,04,1일전 (10/23),621,1주일전 (10/17),638,2주일전 (10/10),616,1개월전,647,1년전,627,일평년,561
