item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(1kg),상품,20kg,당일 (01/11),"2,822",111,04,1일전 (01/10),"2,822",1주일전 (01/04),"2,848",2주일전 (12/28),"2,849",1개월전,"2,909",1년전,"2,524",일평년,"2,622"
찹쌀,일반계(1kg),상품,1kg,당일 (01/11),"3,657",112,04,1일전 (01/10),"3,657",1주일전 (01/04),"3,633",2주일전 (12/28),"3,580",1개월전,"3,568",1년전,"3,507",일평년,"4,315"
콩,흰 콩(국산)(1kg),상품,500g,당일 (01/11),"9,943",141,04,1일전 (01/10),"9,611",1주일전 (01/04),"9,400",2주일전 (12/28),"9,363",1개월전,"10,086",1년전,"12,733",일평년,"11,013"
팥,붉은 팥(국산)(1kg),상품,500g,당일 (01/11),"15,607",142,04,1일전 (01/10),"16,220",1주일전 (01/04),"15,564",2주일전 (12/28),"15,267",1개월전,"16,350",1년전,"14,166",일평년,"16,008"
녹두,국산(1kg),상품,500g,당일 (01/11),"25,170",143,04,1일전 (01/10),"23,977",1주일전 (01/04),"23,037",2주일전 (12/28),"23,037",1개월전,"25,757",1년전,"27,400",일평년,"18,430"
고구마,밤(1kg),상품,1kg,당일 (01/11),"5,166",151,04,1일전 (01/10),"5,770",1주일전 (01/04),"5,530",2주일전 (12/28),"5,180",1개월전,"5,183",1년전,"5,176",일평년,"5,304"
감자,수미(노지)(1kg),상품,100g,당일 (01/11),"3,600",152,04,1일전 (01/10),"3,633",1주일전 (01/04),"4,374",2주일전 (12/28),"4,210",1개월전,"3,947",1년전,"3,660",일평년,"3,829"
메밀,메밀(수입)(1kg),중품,1kg,당일 (01/11),"3,100",144,05,1일전 (01/10),"3,100",1주일전 (01/04),"3,100",2주일전 (12/28),"3,100",1개월전,"3,100",1년전,"4,750",일평년,"3,575"
양배추,양배추(1포기),상품,1포기,당일 (01/11),"3,332",212,04,1일전 (01/10),"3,282",1주일전 (01/04),"3,887",2주일전 (12/28),"4,158",1개월전,"3,345",1년전,"3,431",일평년,"3,698"
시금치,시금치(1kg),상품,100g,당일 (01/11),"6,631",213,04,1일전 (01/10),"7,364",1주일전 (01/04),"7,933",2주일전 (12/28),"8,659",1개월전,"6,777",1년전,"7,203",일평년,"5,167"
상추,적(1kg),상품,100g,당일 (01/11),"12,013",214,04,1일전 (01/10),"12,475",1주일전 (01/04),"12,738",2주일전 (12/28),"11,444",1개월전,"10,560",1년전,"16,109",일평년,"12,759"
적상추,적(1kg),상품,100g,당일 (01/11),"12,013",214,04,1일전 (01/10),"12,475",1주일전 (01/04),"12,738",2주일전 (12/28),"11,444",1개월전,"10,560",1년전,"16,109",일평년,"12,759"
청상추,청(1kg),상품,100g,당일 (01/11),"13,288",214,04,1일전 (01/10),"13,500",1주일전 (01/04),"13,800",2주일전 (12/28),"12,225",1개월전,"11,018",1년전,"16,800",일평년,"12,191"
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (01/11),"4,056",215,04,1일전 (01/10),"3,848",1주일전 (01/04),"3,578",2주일전 (12/28),"3,342",1개월전,"3,127",1년전,"2,867",일평년,"2,475"
수박,수박(1개),상품,1개,당일 (01/11),"23,990",221,04,1일전 (01/10),"21,990",1주일전 (01/04),"22,745",2주일전 (12/28),"23,700",1개월전,"21,895",1년전,-,일평년,"23,212"
오이,가시계통(10개),상품,10개,당일 (01/11),"24,960",223,04,1일전 (01/10),"21,630",1주일전 (01/04),"21,630",2주일전 (12/28),"21,630",1개월전,"18,280",1년전,"21,968",일평년,"17,930"
가시오이,가시계통(10개),상품,10개,당일 (01/11),"24,960",223,04,1일전 (01/10),"21,630",1주일전 (01/04),"21,630",2주일전 (12/28),"21,630",1개월전,"18,280",1년전,"21,968",일평년,"17,930"
다다기오이,다다기계통(10개),상품,10개,당일 (01/11),"12,557",223,04,1일전 (01/10),"14,166",1주일전 (01/04),"15,383",2주일전 (12/28),"16,664",1개월전,"10,395",1년전,"12,664",일평년,"11,063"
취청오이,취청(10개),상품,10개,당일 (01/11),"17,737",223,04,1일전 (01/10),"18,963",1주일전 (01/04),"21,010",2주일전 (12/28),"18,411",1개월전,"13,167",1년전,"16,535",일평년,"12,102"
애호박,애호박(1개),상품,1개,당일 (01/11),"2,230",224,04,1일전 (01/10),"2,397",1주일전 (01/04),"2,338",2주일전 (12/28),"2,324",1개월전,"1,655",1년전,"2,443",일평년,"2,092"
쥬키니,쥬키니(1개),상품,1개,당일 (01/11),"1,990",224,04,1일전 (01/10),"1,990",1주일전 (01/04),"2,387",2주일전 (12/28),"2,487",1개월전,"2,103",1년전,"2,720",일평년,"1,716"
토마토,토마토(1kg),상품,1kg,당일 (01/11),"5,631",225,04,1일전 (01/10),"5,811",1주일전 (01/04),"6,234",2주일전 (12/28),"6,837",1개월전,"5,469",1년전,"5,218",일평년,"5,085"
무,월동(1개),상품,1개,당일 (01/11),"1,413",231,04,1일전 (01/10),"1,694",1주일전 (01/04),"1,857",2주일전 (12/28),"1,828",1개월전,-,1년전,"1,848",일평년,"1,930"
당근,무세척(1kg),상품,1kg,당일 (01/11),"3,154",232,04,1일전 (01/10),"3,204",1주일전 (01/04),"3,393",2주일전 (12/28),"3,283",1개월전,"3,628",1년전,"4,911",일평년,"3,803"
열무,열무(1kg),상품,1kg,당일 (01/11),"7,736",233,04,1일전 (01/10),"7,188",1주일전 (01/04),"6,114",2주일전 (12/28),"5,446",1개월전,"4,094",1년전,"2,958",일평년,"2,628"
건고추,화건(1kg),상품,600g,당일 (01/11),"33,667",241,04,1일전 (01/10),"33,667",1주일전 (01/04),"33,667",2주일전 (12/28),"33,667",1개월전,"33,667",1년전,"29,667",일평년,"31,703"
고추,풋고추(녹광 등)(1kg),상품,100g,당일 (01/11),"14,911",242,04,1일전 (01/10),"13,900",1주일전 (01/04),"12,967",2주일전 (12/28),"12,500",1개월전,"13,062",1년전,"15,780",일평년,"11,253"
풋고추,풋고추(녹광 등)(1kg),상품,100g,당일 (01/11),"14,911",242,04,1일전 (01/10),"13,900",1주일전 (01/04),"12,967",2주일전 (12/28),"12,500",1개월전,"13,062",1년전,"15,780",일평년,"11,253"
꽈리고추,꽈리고추(1kg),상품,100g,당일 (01/11),"18,767",242,04,1일전 (01/10),"19,356",1주일전 (01/04),"17,978",2주일전 (12/28),"16,900",1개월전,"13,191",1년전,"16,100",일평년,"14,284"
청양고추,청양고추(1kg),상품,100g,당일 (01/11),"12,052",242,04,1일전 (01/10),"12,897",1주일전 (01/04),"13,578",2주일전 (12/28),"14,800",1개월전,"11,724",1년전,"14,354",일평년,"12,124"
오이고추,오이맛고추(1kg),상품,100g,당일 (01/11),"14,056",242,04,1일전 (01/10),"14,067",1주일전 (01/04),"13,589",2주일전 (12/28),"14,056",1개월전,"11,240",1년전,"12,260",일평년,"12,260"
붉은고추,붉은고추(1kg),상품,100g,당일 (01/11),"18,725",243,04,1일전 (01/10),"19,488",1주일전 (01/04),"20,000",2주일전 (12/28),"20,075",1개월전,"20,110",1년전,"20,026",일평년,"15,320"
양파,양파(1kg),상품,1kg,당일 (01/11),"2,127",245,04,1일전 (01/10),"2,334",1주일전 (01/04),"2,368",2주일전 (12/28),"2,373",1개월전,"2,434",1년전,"2,861",일평년,"2,010"
대파,대파(1kg),상품,1kg,당일 (01/11),"4,241",246,04,1일전 (01/10),"4,261",1주일전 (01/04),"4,674",2주일전 (12/28),"5,314",1개월전,"4,069",1년전,"3,565",일평년,"3,082"
쪽파,쪽파(1kg),상품,1kg,당일 (01/11),"10,242",246,04,1일전 (01/10),"10,898",1주일전 (01/04),"11,357",2주일전 (12/28),"13,127",1개월전,"9,222",1년전,"10,026",일평년,"7,914"
생강,국산(1kg),상품,1kg,당일 (01/11),"16,568",247,04,1일전 (01/10),"16,318",1주일전 (01/04),"16,455",2주일전 (12/28),"15,801",1개월전,"13,765",1년전,"12,568",일평년,"12,127"
고춧가루,국산(1kg),상품,1kg,당일 (01/11),"36,621",248,04,1일전 (01/10),"36,949",1주일전 (01/04),"36,621",2주일전 (12/28),"35,209",1개월전,"35,209",1년전,"31,291",일평년,"31,405"
미나리,미나리(1kg),상품,100g,당일 (01/11),"18,256",252,04,1일전 (01/10),"18,522",1주일전 (01/04),"18,844",2주일전 (12/28),"18,800",1개월전,"17,704",1년전,"16,886",일평년,"14,929"
깻잎,깻잎(1kg),상품,100g,당일 (01/11),"25,867",253,04,1일전 (01/10),"26,622",1주일전 (01/04),"30,344",2주일전 (12/28),"31,933",1개월전,"24,780",1년전,"31,203",일평년,"26,522"
피망,청(1kg),상품,100g,당일 (01/11),"16,186",255,04,1일전 (01/10),"16,014",1주일전 (01/04),"17,057",2주일전 (12/28),"15,800",1개월전,"12,711",1년전,"19,293",일평년,"14,431"
파프리카,파프리카(1kg),상품,200g,당일 (01/11),"9,317",256,04,1일전 (01/10),"9,722",1주일전 (01/04),"10,111",2주일전 (12/28),"9,256",1개월전,"6,840",1년전,"9,974",일평년,"8,583"
멜론,멜론(1개),상품,1개,당일 (01/11),"19,140",257,04,1일전 (01/10),"18,918",1주일전 (01/04),"18,529",2주일전 (12/28),"17,651",1개월전,"13,494",1년전,"14,518",일평년,"13,624"
알배기배추,알배기배추(1포기),상품,1포기,당일 (01/11),"2,876",279,04,1일전 (01/10),"2,864",1주일전 (01/04),"2,900",2주일전 (12/28),"2,886",1개월전,"3,022",1년전,-,일평년,-
브로콜리,브로콜리(국산)(1개),상품,1개,당일 (01/11),"2,154",280,04,1일전 (01/10),"2,054",1주일전 (01/04),"2,182",2주일전 (12/28),"1,866",1개월전,"2,134",1년전,-,일평년,-
방울토마토,방울토마토(1kg),상품,1kg,당일 (01/11),"12,093",422,04,1일전 (01/10),"13,237",1주일전 (01/04),"13,055",2주일전 (12/28),"12,640",1개월전,"12,628",1년전,"11,317",일평년,"9,160"
