item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(1kg),상품,20kg,당일 (01/30),"2,798",111,04,1일전 (01/29),"2,815",1주일전 (01/23),"2,837",2주일전 (01/16),"2,843",1개월전,"2,849",1년전,"2,533",일평년,"2,602"
찹쌀,일반계(1kg),상품,1kg,당일 (01/30),"3,940",112,04,1일전 (01/29),"3,940",1주일전 (01/23),"3,701",2주일전 (01/16),"3,894",1개월전,"3,597",1년전,"3,492",일평년,"4,522"
콩,흰 콩(국산)(1kg),상품,500g,당일 (01/30),"10,754",141,04,1일전 (01/29),"10,754",1주일전 (01/23),"10,763",2주일전 (01/16),"9,803",1개월전,"9,363",1년전,"12,733",일평년,"11,075"
팥,붉은 팥(국산)(1kg),상품,500g,당일 (01/30),"17,580",142,04,1일전 (01/29),"17,580",1주일전 (01/23),"17,029",2주일전 (01/16),"15,607",1개월전,"15,047",1년전,"13,909",일평년,"15,876"
녹두,국산(1kg),상품,500g,당일 (01/30),"24,637",143,04,1일전 (01/29),"24,637",1주일전 (01/23),"25,170",2주일전 (01/16),"25,170",1개월전,"23,250",1년전,"27,400",일평년,"18,430"
고구마,밤(1kg),상품,1kg,당일 (01/30),"5,069",151,04,1일전 (01/29),"4,959",1주일전 (01/23),"5,442",2주일전 (01/16),"5,166",1개월전,"5,226",1년전,"4,967",일평년,"5,294"
감자,수미(노지)(1kg),상품,100g,당일 (01/30),"3,960",152,04,1일전 (01/29),"3,860",1주일전 (01/23),"3,860",2주일전 (01/16),"3,365",1개월전,"4,015",1년전,"4,586",일평년,"4,402"
메밀,메밀(수입)(1kg),중품,1kg,당일 (01/30),"3,100",144,05,1일전 (01/29),"3,100",1주일전 (01/23),"3,100",2주일전 (01/16),"3,100",1개월전,"3,100",1년전,"4,750",일평년,"3,575"
양배추,양배추(1포기),상품,1포기,당일 (01/30),"2,990",212,04,1일전 (01/29),"2,990",1주일전 (01/23),"2,993",2주일전 (01/16),"3,168",1개월전,"4,169",1년전,"4,060",일평년,"3,971"
시금치,시금치(1kg),상품,100g,당일 (01/30),"11,302",213,04,1일전 (01/29),"10,880",1주일전 (01/23),"7,550",2주일전 (01/16),"6,538",1개월전,"8,487",1년전,"8,567",일평년,"5,709"
