item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(1kg),상품,20kg,당일 (11/04),-,111,04,1일전 (11/03),"2,853",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"2,845",1년전,"2,591",일평년,"2,703"
찹쌀,일반계(1kg),상품,1kg,당일 (11/04),-,112,04,1일전 (11/03),"3,432",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,653",1년전,"3,635",일평년,"4,351"
콩,흰 콩(국산)(1kg),상품,500g,당일 (11/04),-,141,04,1일전 (11/03),"10,663",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"10,091",1년전,"11,787",일평년,"10,487"
팥,붉은 팥(국산)(1kg),상품,500g,당일 (11/04),-,142,04,1일전 (11/03),"16,489",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"16,220",1년전,"16,769",일평년,"15,962"
녹두,국산(1kg),상품,500g,당일 (11/04),-,143,04,1일전 (11/03),"24,723",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"23,557",1년전,"27,900",일평년,"18,239"
고구마,밤(1kg),상품,1kg,당일 (11/04),-,151,04,1일전 (11/03),"5,438",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"5,829",1년전,"5,355",일평년,"5,453"
감자,수미(노지)(1kg),상품,100g,당일 (11/04),-,152,04,1일전 (11/03),"3,689",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,589",1년전,"4,323",일평년,"3,225"
메밀,메밀(수입)(1kg),중품,1kg,당일 (11/04),-,144,05,1일전 (11/03),"3,400",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,400",1년전,"4,760",일평년,"2,987"
양배추,양배추(1포기),상품,1포기,당일 (11/04),-,212,04,1일전 (11/03),"4,810",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"5,649",1년전,"4,898",일평년,"4,672"
시금치,시금치(1kg),상품,100g,당일 (11/04),-,213,04,1일전 (11/03),"7,910",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,822",1년전,"9,022",일평년,"6,851"
상추,적(1kg),상품,100g,당일 (11/04),-,214,04,1일전 (11/03),"12,038",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"17,324",1년전,"10,580",일평년,"10,754"
적상추,적(1kg),상품,100g,당일 (11/04),-,214,04,1일전 (11/03),"12,038",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"17,324",1년전,"10,580",일평년,"10,754"
청상추,청(1kg),상품,100g,당일 (11/04),-,214,04,1일전 (11/03),"12,800",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,540",1년전,"11,297",일평년,"10,876"
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (11/04),-,215,04,1일전 (11/03),"2,666",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,811",1년전,"2,594",일평년,"2,390"
수박,수박(1개),상품,1개,당일 (11/04),-,221,04,1일전 (11/03),"19,400",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"22,013",1년전,-,일평년,"19,529"
오이,가시계통(10개),상품,10개,당일 (11/04),-,223,04,1일전 (11/03),"14,950",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,278",1년전,"12,298",일평년,"15,299"
가시오이,가시계통(10개),상품,10개,당일 (11/04),-,223,04,1일전 (11/03),"14,950",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,278",1년전,"12,298",일평년,"15,299"
다다기오이,다다기계통(10개),상품,10개,당일 (11/04),-,223,04,1일전 (11/03),"9,077",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"13,221",1년전,"7,817",일평년,"6,935"
취청오이,취청(10개),상품,10개,당일 (11/04),-,223,04,1일전 (11/03),"11,260",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"16,734",1년전,"8,605",일평년,"8,119"
애호박,애호박(1개),상품,1개,당일 (11/04),-,224,04,1일전 (11/03),"1,506",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"1,815",1년전,"1,419",일평년,"1,375"
쥬키니,쥬키니(1개),상품,1개,당일 (11/04),-,224,04,1일전 (11/03),"2,203",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"2,558",1년전,"1,813",일평년,"1,860"
토마토,토마토(1kg),상품,1kg,당일 (11/04),-,225,04,1일전 (11/03),"9,343",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"8,689",1년전,"7,269",일평년,"6,385"
무,고랭지(1개),상품,1개,당일 (11/04),-,231,04,1일전 (11/03),"1,266",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"2,370",1년전,-,일평년,"2,824"
당근,무세척(1kg),상품,1kg,당일 (11/04),-,232,04,1일전 (11/03),"5,667",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"6,538",1년전,"5,675",일평년,"5,055"
열무,열무(1kg),상품,1kg,당일 (11/04),-,233,04,1일전 (11/03),"2,631",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,871",1년전,"2,828",일평년,"2,580"
건고추,화건(1kg),상품,600g,당일 (11/04),-,241,04,1일전 (11/03),"30,092",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"33,417",1년전,"26,000",일평년,"27,988"
고추,풋고추(녹광 등)(1kg),상품,100g,당일 (11/04),-,242,04,1일전 (11/03),"15,444",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,592",1년전,"18,263",일평년,"13,300"
풋고추,풋고추(녹광 등)(1kg),상품,100g,당일 (11/04),-,242,04,1일전 (11/03),"15,444",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,592",1년전,"18,263",일평년,"13,300"
꽈리고추,꽈리고추(1kg),상품,100g,당일 (11/04),-,242,04,1일전 (11/03),"15,378",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"18,970",1년전,"14,029",일평년,"12,902"
청양고추,청양고추(1kg),상품,100g,당일 (11/04),-,242,04,1일전 (11/03),"14,933",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"15,331",1년전,"12,503",일평년,"10,342"
오이고추,오이맛고추(1kg),상품,100g,당일 (11/04),-,242,04,1일전 (11/03),"12,167",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"13,707",1년전,"10,429",일평년,"10,429"
붉은고추,붉은고추(1kg),상품,100g,당일 (11/04),-,243,04,1일전 (11/03),"20,850",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"23,758",1년전,"23,831",일평년,"19,734"
양파,양파(1kg),상품,1kg,당일 (11/04),-,245,04,1일전 (11/03),"1,977",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"2,167",1년전,"2,764",일평년,"1,932"
대파,대파(1kg),상품,1kg,당일 (11/04),-,246,04,1일전 (11/03),"3,663",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,441",1년전,"3,343",일평년,"3,252"
쪽파,쪽파(1kg),상품,1kg,당일 (11/04),-,246,04,1일전 (11/03),"6,806",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"10,049",1년전,"7,643",일평년,"6,857"
생강,국산(1kg),상품,1kg,당일 (11/04),-,247,04,1일전 (11/03),"11,270",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"20,707",1년전,"10,265",일평년,"9,220"
고춧가루,국산(1kg),상품,1kg,당일 (11/04),-,248,04,1일전 (11/03),"31,596",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"40,306",1년전,"32,620",일평년,"32,693"
미나리,미나리(1kg),상품,100g,당일 (11/04),-,252,04,1일전 (11/03),"16,222",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"20,742",1년전,"15,909",일평년,"14,228"
깻잎,깻잎(1kg),상품,100g,당일 (11/04),-,253,04,1일전 (11/03),"27,756",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"35,053",1년전,"25,543",일평년,"20,971"
피망,청(1kg),상품,100g,당일 (11/04),-,255,04,1일전 (11/03),"15,600",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"15,326",1년전,"12,464",일평년,"10,798"
파프리카,파프리카(1kg),상품,200g,당일 (11/04),-,256,04,1일전 (11/03),"10,294",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"11,132",1년전,"8,233",일평년,"7,876"
멜론,멜론(1개),상품,1개,당일 (11/04),-,257,04,1일전 (11/03),"10,675",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"11,099",1년전,"10,995",일평년,"9,478"
알배기배추,알배기배추(1포기),상품,1포기,당일 (11/04),-,279,04,1일전 (11/03),"3,879",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"4,763",1년전,-,일평년,-
브로콜리,브로콜리(국산)(1개),상품,1개,당일 (11/04),-,280,04,1일전 (11/03),"2,451",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"3,705",1년전,-,일평년,-
방울토마토,방울토마토(1kg),상품,1kg,당일 (11/04),-,422,04,1일전 (11/03),"13,427",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"12,001",1년전,"9,028",일평년,"7,581"
대추방울토마토,대추방울토마토(1kg),상품,1kg,당일 (11/04),-,422,04,1일전 (11/03),"11,806",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"14,376",1년전,"10,037",일평년,"9,184"
마늘,난지(대서)(1kg),상품,10kg,당일 (11/04),-,244,04,1일전 (11/03),"4,330",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"4,330",1년전,"6,500",일평년,"5,933"
참깨,백색(국산)(1kg),상품,500g,당일 (11/04),-,312,04,1일전 (11/03),"36,827",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"36,827",1년전,"39,200",일평년,"30,968"
땅콩,국산(1kg),상품,100g,당일 (11/04),-,314,04,1일전 (11/03),"28,888",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"26,543",1년전,"26,814",일평년,"24,119"
느타리버섯,느타리버섯(1kg),상품,100g,당일 (11/04),-,315,04,1일전 (11/03),"17,378",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"19,783",1년전,"14,267",일평년,"12,511"
애느타리버섯,애느타리버섯(1kg),상품,100g,당일 (11/04),-,315,04,1일전 (11/03),"7,076",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"7,064",1년전,"5,480",일평년,"4,914"
팽이버섯,팽이버섯(1kg),상품,150g,당일 (11/04),-,316,04,1일전 (11/03),"4,103",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"4,263",1년전,"4,269",일평년,"3,699"
새송이버섯,새송이버섯(1kg),상품,100g,당일 (11/04),-,317,04,1일전 (11/03),"5,955",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"6,816",1년전,"6,346",일평년,"5,546"
호두,수입(1kg),중품,100g,당일 (11/04),-,318,05,1일전 (11/03),"15,267",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"14,084",1년전,"16,103",일평년,"16,419"
아몬드,수입(1kg),중품,100g,당일 (11/04),-,319,05,1일전 (11/03),"15,163",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"16,040",1년전,"15,243",일평년,"14,671"
들깨,국산(1kg),상품,22.5kg,당일 (11/04),-,313,04,1일전 (11/03),"11,333",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"11,333",1년전,"13,582",일평년,"12,490"
사과,후지(10개),상품,10개,당일 (11/04),-,411,04,1일전 (11/03),"27,360",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,-,1년전,"26,950",일평년,"21,940"
배,신고(10개),상품,10개,당일 (11/04),-,412,04,1일전 (11/03),"30,773",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"34,549",1년전,"31,683",일평년,"32,237"
머루포도,MBA(1kg),L과,1kg,당일 (11/04),-,414,24,1일전 (11/03),"8,990",1주일전 (10/28),-,2주일전 (10/21),-,1개월전,"6,987",1년전,"5,280",일평년,"4,736"
