item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(1kg),상품,20kg,당일 (09/05),"2,495",111,04,1일전 (09/04),"2,497",1주일전 (08/29),"2,531",2주일전 (08/22),"2,523",1개월전,"2,501",1년전,"2,731",일평년,"2,635"
찹쌀,일반계(1kg),상품,1kg,당일 (09/05),"3,819",112,04,1일전 (09/04),"3,819",1주일전 (08/29),"3,992",2주일전 (08/22),"4,034",1개월전,"4,176",1년전,"3,542",일평년,"4,069"
콩,흰 콩(국산)(1kg),상품,500g,당일 (09/05),"10,211",141,04,1일전 (09/04),"10,126",1주일전 (08/29),"10,211",2주일전 (08/22),"10,211",1개월전,"10,131",1년전,"10,568",일평년,"10,809"
팥,붉은 팥(국산)(1kg),상품,500g,당일 (09/05),"21,011",142,04,1일전 (09/04),"21,011",1주일전 (08/29),"21,011",2주일전 (08/22),"21,011",1개월전,"21,139",1년전,"16,222",일평년,"16,187"
녹두,국산(1kg),상품,500g,당일 (09/05),"24,017",143,04,1일전 (09/04),"24,017",1주일전 (08/29),"24,189",2주일전 (08/22),"24,189",1개월전,"23,789",1년전,"24,836",일평년,"21,843"
고구마,밤(1kg),상품,1kg,당일 (09/05),"5,366",151,04,1일전 (09/04),"5,218",1주일전 (08/29),"5,326",2주일전 (08/22),"5,588",1개월전,"6,042",1년전,"6,583",일평년,"6,310"
감자,수미(노지)(1kg),상품,100g,당일 (09/05),"3,000",152,04,1일전 (09/04),"3,174",1주일전 (08/29),"3,193",2주일전 (08/22),"3,219",1개월전,"3,003",1년전,"3,389",일평년,"3,045"
메밀,메밀(수입)(1kg),중품,1kg,당일 (09/05),"3,000",144,05,1일전 (09/04),"3,000",1주일전 (08/29),"3,000",2주일전 (08/22),"3,000",1개월전,"3,100",1년전,"3,400",일평년,"3,433"
배추,여름(고랭지)(1포기),상품,1포기,당일 (09/05),"7,119",211,04,1일전 (09/04),"6,723",1주일전 (08/29),"6,235",2주일전 (08/22),"7,329",1개월전,"5,307",1년전,"5,669",일평년,"6,193"
고랭지배추,여름(고랭지)(1포기),상품,1포기,당일 (09/05),"7,119",211,04,1일전 (09/04),"6,723",1주일전 (08/29),"6,235",2주일전 (08/22),"7,329",1개월전,"5,307",1년전,"5,669",일평년,"6,193"
양배추,양배추(1포기),상품,1포기,당일 (09/05),"3,660",212,04,1일전 (09/04),"3,715",1주일전 (08/29),"3,722",2주일전 (08/22),"4,342",1개월전,"4,028",1년전,"4,966",일평년,"4,335"
시금치,시금치(1kg),상품,100g,당일 (09/05),"36,267",213,04,1일전 (09/04),"38,167",1주일전 (08/29),"40,056",2주일전 (08/22),"30,888",1개월전,"18,229",1년전,"30,325",일평년,"25,020"
상추,적(1kg),상품,100g,당일 (09/05),"20,789",214,04,1일전 (09/04),"21,156",1주일전 (08/29),"21,256",2주일전 (08/22),"21,125",1개월전,"23,955",1년전,"16,483",일평년,"16,688"
적상추,적(1kg),상품,100g,당일 (09/05),"20,789",214,04,1일전 (09/04),"21,156",1주일전 (08/29),"21,256",2주일전 (08/22),"21,125",1개월전,"23,955",1년전,"16,483",일평년,"16,688"
청상추,청(1kg),상품,100g,당일 (09/05),"22,071",214,04,1일전 (09/04),"22,671",1주일전 (08/29),"23,757",2주일전 (08/22),"24,043",1개월전,"25,446",1년전,"16,884",일평년,"17,342"
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (09/05),"5,059",215,04,1일전 (09/04),"5,760",1주일전 (08/29),"5,154",2주일전 (08/22),"4,521",1개월전,"4,801",1년전,"4,222",일평년,"3,620"
수박,수박(1개),상품,1개,당일 (09/05),"27,750",221,04,1일전 (09/04),"26,583",1주일전 (08/29),"30,160",2주일전 (08/22),"36,150",1개월전,"28,751",1년전,"28,932",일평년,"25,834"
참외,참외(10개),상품,10개,당일 (09/05),"22,657",222,04,1일전 (09/04),"23,529",1주일전 (08/29),"23,529",2주일전 (08/22),"22,986",1개월전,"19,388",1년전,"26,075",일평년,"23,138"
오이,가시계통(10개),상품,10개,당일 (09/05),"17,167",223,04,1일전 (09/04),"16,067",1주일전 (08/29),"14,667",2주일전 (08/22),"16,067",1개월전,"19,100",1년전,"17,449",일평년,"14,150"
가시오이,가시계통(10개),상품,10개,당일 (09/05),"17,167",223,04,1일전 (09/04),"16,067",1주일전 (08/29),"14,667",2주일전 (08/22),"16,067",1개월전,"19,100",1년전,"17,449",일평년,"14,150"
