item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(1kg),상품,20kg,당일 (03/19),"2,654",111,04,1일전 (03/18),"2,654",1주일전 (03/12),"2,737",2주일전 (03/05),"2,709",1개월전,"2,743",1년전,"2,476",일평년,"2,612"
찹쌀,일반계(1kg),상품,1kg,당일 (03/19),"4,267",112,04,1일전 (03/18),"4,267",1주일전 (03/12),"4,073",2주일전 (03/05),"3,992",1개월전,"3,723",1년전,"3,539",일평년,"4,535"
콩,흰 콩(국산)(1kg),상품,500g,당일 (03/19),"10,626",141,04,1일전 (03/18),"10,877",1주일전 (03/12),"10,877",2주일전 (03/05),"10,869",1개월전,"10,754",1년전,"12,733",일평년,"11,064"
팥,붉은 팥(국산)(1kg),상품,500g,당일 (03/19),"17,718",142,04,1일전 (03/18),"17,718",1주일전 (03/12),"18,567",2주일전 (03/05),"17,360",1개월전,"16,786",1년전,"16,109",일평년,"17,079"
녹두,국산(1kg),상품,500g,당일 (03/19),"25,446",143,04,1일전 (03/18),"25,446",1주일전 (03/12),"25,923",2주일전 (03/05),"26,829",1개월전,"25,725",1년전,"27,300",일평년,"18,762"
고구마,밤(1kg),상품,1kg,당일 (03/19),"5,154",151,04,1일전 (03/18),"5,154",1주일전 (03/12),"5,416",2주일전 (03/05),"5,158",1개월전,"5,148",1년전,"5,350",일평년,"5,478"
감자,수미(노지)(1kg),상품,100g,당일 (03/19),"4,340",152,04,1일전 (03/18),"4,340",1주일전 (03/12),"4,407",2주일전 (03/05),"3,883",1개월전,"4,113",1년전,"6,439",일평년,"5,242"
메밀,메밀(수입)(1kg),중품,1kg,당일 (03/19),"2,950",144,05,1일전 (03/18),"2,950",1주일전 (03/12),"2,950",2주일전 (03/05),"3,600",1개월전,"3,600",1년전,"4,425",일평년,"3,563"
양배추,양배추(1포기),상품,1포기,당일 (03/19),"3,808",212,04,1일전 (03/18),"3,808",1주일전 (03/12),"3,818",2주일전 (03/05),"3,789",1개월전,"3,699",1년전,"3,621",일평년,"3,660"
시금치,시금치(1kg),상품,100g,당일 (03/19),"7,167",213,04,1일전 (03/18),"7,387",1주일전 (03/12),"8,486",2주일전 (03/05),"8,330",1개월전,"11,982",1년전,"6,773",일평년,"4,856"
상추,적(1kg),상품,100g,당일 (03/19),"8,790",214,04,1일전 (03/18),"9,296",1주일전 (03/12),"12,475",2주일전 (03/05),"11,558",1개월전,"11,324",1년전,"11,073",일평년,"8,480"
적상추,적(1kg),상품,100g,당일 (03/19),"8,790",214,04,1일전 (03/18),"9,296",1주일전 (03/12),"12,475",2주일전 (03/05),"11,558",1개월전,"11,324",1년전,"11,073",일평년,"8,480"
청상추,청(1kg),상품,100g,당일 (03/19),"11,028",214,04,1일전 (03/18),"11,153",1주일전 (03/12),"12,700",2주일전 (03/05),"12,245",1개월전,"12,126",1년전,"11,097",일평년,"8,671"
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (03/19),"3,854",215,04,1일전 (03/18),"3,876",1주일전 (03/12),"3,656",2주일전 (03/05),"3,763",1개월전,"4,379",1년전,"3,525",일평년,"2,543"
수박,수박(1개),상품,1개,당일 (03/19),"27,945",221,04,1일전 (03/18),"27,945",1주일전 (03/12),"33,445",2주일전 (03/05),"32,533",1개월전,"35,593",1년전,-,일평년,"26,775"
오이,가시계통(10개),상품,10개,당일 (03/19),"26,615",223,04,1일전 (03/18),"26,615",1주일전 (03/12),"29,945",2주일전 (03/05),"24,960",1개월전,"28,300",1년전,"19,970",일평년,"13,921"
가시오이,가시계통(10개),상품,10개,당일 (03/19),"26,615",223,04,1일전 (03/18),"26,615",1주일전 (03/12),"29,945",2주일전 (03/05),"24,960",1개월전,"28,300",1년전,"19,970",일평년,"13,921"
다다기오이,다다기계통(10개),상품,10개,당일 (03/19),"9,848",223,04,1일전 (03/18),"9,897",1주일전 (03/12),"14,227",2주일전 (03/05),"15,822",1개월전,"13,858",1년전,"12,097",일평년,"9,556"
취청오이,취청(10개),상품,10개,당일 (03/19),"16,297",223,04,1일전 (03/18),"15,633",1주일전 (03/12),"21,511",2주일전 (03/05),"24,726",1개월전,"19,275",1년전,"14,539",일평년,"11,618"
애호박,애호박(1개),상품,1개,당일 (03/19),"2,312",224,04,1일전 (03/18),"2,334",1주일전 (03/12),"2,913",2주일전 (03/05),"2,616",1개월전,"3,007",1년전,"2,089",일평년,"1,907"
쥬키니,쥬키니(1개),상품,1개,당일 (03/19),"4,257",224,04,1일전 (03/18),"4,257",1주일전 (03/12),"4,987",2주일전 (03/05),"4,987",1개월전,"2,190",1년전,"2,398",일평년,"1,776"
토마토,토마토(1kg),상품,1kg,당일 (03/19),"7,623",225,04,1일전 (03/18),"7,698",1주일전 (03/12),"8,456",2주일전 (03/05),"8,858",1개월전,"7,760",1년전,"6,727",일평년,"5,707"
무,월동(1개),상품,1개,당일 (03/19),"1,741",231,04,1일전 (03/18),"1,741",1주일전 (03/12),"1,839",2주일전 (03/05),"1,824",1개월전,"1,692",1년전,"1,878",일평년,"1,634"
당근,무세척(1kg),상품,1kg,당일 (03/19),"4,444",232,04,1일전 (03/18),"4,444",1주일전 (03/12),"4,437",2주일전 (03/05),"4,042",1개월전,"3,960",1년전,"5,032",일평년,"3,469"
열무,열무(1kg),상품,1kg,당일 (03/19),"3,600",233,04,1일전 (03/18),"3,627",1주일전 (03/12),"3,538",2주일전 (03/05),"3,170",1개월전,"3,965",1년전,"3,376",일평년,"2,664"
건고추,화건(1kg),상품,600g,당일 (03/19),"34,917",241,04,1일전 (03/18),"34,917",1주일전 (03/12),"34,917",2주일전 (03/05),"34,917",1개월전,"33,000",1년전,"29,667",일평년,"36,357"
고추,풋고추(녹광 등)(1kg),상품,100g,당일 (03/19),"23,489",242,04,1일전 (03/18),"23,400",1주일전 (03/12),"24,244",2주일전 (03/05),"23,278",1개월전,"21,967",1년전,"23,350",일평년,"14,419"
풋고추,풋고추(녹광 등)(1kg),상품,100g,당일 (03/19),"23,489",242,04,1일전 (03/18),"23,400",1주일전 (03/12),"24,244",2주일전 (03/05),"23,278",1개월전,"21,967",1년전,"23,350",일평년,"14,419"
꽈리고추,꽈리고추(1kg),상품,100g,당일 (03/19),"22,111",242,04,1일전 (03/18),"21,933",1주일전 (03/12),"23,900",2주일전 (03/05),"21,511",1개월전,"23,320",1년전,"17,964",일평년,"13,841"
청양고추,청양고추(1kg),상품,100g,당일 (03/19),"19,811",242,04,1일전 (03/18),"20,011",1주일전 (03/12),"25,322",2주일전 (03/05),"23,078",1개월전,"27,153",1년전,"21,301",일평년,"13,423"
오이고추,오이맛고추(1kg),상품,100g,당일 (03/19),"16,989",242,04,1일전 (03/18),"17,233",1주일전 (03/12),"20,478",2주일전 (03/05),"20,778",1개월전,"20,962",1년전,"14,567",일평년,"14,567"
붉은고추,붉은고추(1kg),상품,100g,당일 (03/19),"28,563",243,04,1일전 (03/18),"28,563",1주일전 (03/12),"30,713",2주일전 (03/05),"29,938",1개월전,"18,753",1년전,"30,373",일평년,"21,665"
양파,양파(1kg),상품,1kg,당일 (03/19),"2,644",245,04,1일전 (03/18),"2,483",1주일전 (03/12),"2,361",2주일전 (03/05),"2,332",1개월전,"2,201",1년전,"2,981",일평년,"2,367"
대파,대파(1kg),상품,1kg,당일 (03/19),"3,029",246,04,1일전 (03/18),"3,136",1주일전 (03/12),"3,902",2주일전 (03/05),"3,792",1개월전,"4,645",1년전,"4,006",일평년,"3,054"
쪽파,쪽파(1kg),상품,1kg,당일 (03/19),"9,123",246,04,1일전 (03/18),"8,848",1주일전 (03/12),"8,513",2주일전 (03/05),"8,882",1개월전,"12,631",1년전,"5,935",일평년,"5,381"
생강,국산(1kg),상품,1kg,당일 (03/19),"16,643",247,04,1일전 (03/18),"16,643",1주일전 (03/12),"16,476",2주일전 (03/05),"16,476",1개월전,"16,476",1년전,"13,615",일평년,"12,780"
고춧가루,국산(1kg),상품,1kg,당일 (03/19),"35,240",248,04,1일전 (03/18),"35,740",1주일전 (03/12),"37,397",2주일전 (03/05),"36,398",1개월전,"38,514",1년전,"34,900",일평년,"32,362"
미나리,미나리(1kg),상품,100g,당일 (03/19),"18,444",252,04,1일전 (03/18),"18,467",1주일전 (03/12),"17,356",2주일전 (03/05),"17,100",1개월전,"22,122",1년전,"15,036",일평년,"12,583"
깻잎,깻잎(1kg),상품,100g,당일 (03/19),"23,056",253,04,1일전 (03/18),"24,189",1주일전 (03/12),"33,467",2주일전 (03/05),"31,711",1개월전,"35,229",1년전,"24,759",일평년,"20,147"
피망,청(1kg),상품,100g,당일 (03/19),"18,017",255,04,1일전 (03/18),"18,850",1주일전 (03/12),"20,017",2주일전 (03/05),"22,017",1개월전,"22,377",1년전,"17,058",일평년,"13,580"
파프리카,파프리카(1kg),상품,200g,당일 (03/19),"10,083",256,04,1일전 (03/18),"10,211",1주일전 (03/12),"11,994",2주일전 (03/05),"13,433",1개월전,"12,736",1년전,"10,403",일평년,"8,948"
멜론,멜론(1개),상품,1개,당일 (03/19),"22,927",257,04,1일전 (03/18),"22,927",1주일전 (03/12),"21,895",2주일전 (03/05),"23,748",1개월전,"19,763",1년전,"16,400",일평년,"13,259"
알배기배추,알배기배추(1포기),상품,1포기,당일 (03/19),"3,900",279,04,1일전 (03/18),"3,844",1주일전 (03/12),"3,363",2주일전 (03/05),"3,231",1개월전,"3,110",1년전,-,일평년,-
브로콜리,브로콜리(국산)(1개),상품,1개,당일 (03/19),"2,866",280,04,1일전 (03/18),"2,910",1주일전 (03/12),"2,816",2주일전 (03/05),"2,607",1개월전,"2,354",1년전,-,일평년,-
방울토마토,방울토마토(1kg),상품,1kg,당일 (03/19),"16,125",422,04,1일전 (03/18),"16,625",1주일전 (03/12),"16,080",2주일전 (03/05),"13,920",1개월전,"15,217",1년전,"10,815",일평년,"9,048"
대추방울토마토,대추방울토마토(1kg),상품,1kg,당일 (03/19),"13,644",422,04,1일전 (03/18),"14,800",1주일전 (03/12),"13,157",2주일전 (03/05),"12,478",1개월전,"12,284",1년전,"10,061",일평년,"8,651"
참외,참외(1kg),상품,10kg,당일 (03/19),"8,900",222,04,1일전 (03/18),"8,900",1주일전 (03/12),-,2주일전 (03/05),-,1개월전,-,1년전,"9,500",일평년,"8,002"
마늘,난지(대서)(1kg),상품,10kg,당일 (03/19),"4,400",244,04,1일전 (03/18),"4,400",1주일전 (03/12),"4,400",2주일전 (03/05),"4,400",1개월전,"4,400",1년전,"6,910",일평년,"5,970"
참깨,백색(국산)(1kg),상품,500g,당일 (03/19),"37,093",312,04,1일전 (03/18),"37,093",1주일전 (03/12),"37,247",2주일전 (03/05),"36,980",1개월전,"34,447",1년전,"39,200",일평년,"35,658"
땅콩,국산(1kg),상품,100g,당일 (03/19),"35,671",314,04,1일전 (03/18),"35,671",1주일전 (03/12),"34,886",2주일전 (03/05),"34,886",1개월전,"33,171",1년전,"28,214",일평년,"25,563"
느타리버섯,느타리버섯(1kg),상품,100g,당일 (03/19),"13,550",315,04,1일전 (03/18),"14,050",1주일전 (03/12),"15,540",2주일전 (03/05),"15,140",1개월전,"14,514",1년전,"14,417",일평년,"10,351"
애느타리버섯,애느타리버섯(1kg),상품,100g,당일 (03/19),"6,042",315,04,1일전 (03/18),"5,931",1주일전 (03/12),"6,070",2주일전 (03/05),"6,919",1개월전,"6,404",1년전,"5,326",일평년,"5,070"
팽이버섯,팽이버섯(1kg),상품,150g,당일 (03/19),"3,810",316,04,1일전 (03/18),"3,759",1주일전 (03/12),"4,106",2주일전 (03/05),"3,876",1개월전,"3,766",1년전,"3,900",일평년,"3,499"
새송이버섯,새송이버섯(1kg),상품,100g,당일 (03/19),"6,933",317,04,1일전 (03/18),"6,870",1주일전 (03/12),"6,849",2주일전 (03/05),"6,470",1개월전,"6,901",1년전,"6,414",일평년,"5,661"
호두,수입(1kg),중품,100g,당일 (03/19),"15,766",318,05,1일전 (03/18),"15,766",1주일전 (03/12),"16,080",2주일전 (03/05),"16,080",1개월전,"16,103",1년전,"15,457",일평년,"15,496"
아몬드,수입(1kg),중품,100g,당일 (03/19),"14,932",319,05,1일전 (03/18),"14,932",1주일전 (03/12),"15,632",2주일전 (03/05),"15,632",1개월전,"16,529",1년전,"14,786",일평년,"14,485"
들깨,국산(1kg),상품,22.5kg,당일 (03/19),"10,889",313,04,1일전 (03/18),"10,889",1주일전 (03/12),"10,889",2주일전 (03/05),"10,889",1개월전,"10,889",1년전,"12,489",일평년,"12,652"
사과,후지(10개),상품,10개,당일 (03/19),"21,854",411,04,1일전 (03/18),"23,816",1주일전 (03/12),"28,634",2주일전 (03/05),"28,579",1개월전,"28,345",1년전,"24,163",일평년,"23,393"
배,신고(10개),상품,10개,당일 (03/19),"38,231",412,04,1일전 (03/18),"38,351",1주일전 (03/12),"42,090",2주일전 (03/05),"42,017",1개월전,"39,908",1년전,"29,319",일평년,"37,562"
샤인머스켓,샤인머스켓(1kg),L과,2kg,당일 (03/19),"14,604",414,24,1일전 (03/18),"14,604",1주일전 (03/12),"16,343",2주일전 (03/05),"16,109",1개월전,"13,604",1년전,-,일평년,-
바나나,수입(1kg),상품,100g,당일 (03/19),"3,296",418,04,1일전 (03/18),"3,296",1주일전 (03/12),"3,691",2주일전 (03/05),"3,444",1개월전,"3,361",1년전,"3,286",일평년,"2,901"
파인애플,수입(1개),상품,1개,당일 (03/19),"7,316",420,04,1일전 (03/18),"7,316",1주일전 (03/12),"7,228",2주일전 (03/05),"7,580",1개월전,"8,378",1년전,"6,615",일평년,"6,062"
오렌지,네이블 미국(10개),상품,10개,당일 (03/19),"15,330",421,04,1일전 (03/18),"15,330",1주일전 (03/12),"15,678",2주일전 (03/05),"16,795",1개월전,"16,260",1년전,"15,250",일평년,"12,527"
레몬,수입(10개),상품,10개,당일 (03/19),"10,222",424,04,1일전 (03/18),"10,035",1주일전 (03/12),"9,845",2주일전 (03/05),"10,030",1개월전,"10,635",1년전,"9,232",일평년,"9,603"
체리,수입(1kg),상품,100g,당일 (03/19),"26,633",425,04,1일전 (03/18),"26,633",1주일전 (03/12),"27,700",2주일전 (03/05),"26,814",1개월전,"25,951",1년전,-,일평년,-
망고,수입(1개),상품,1개,당일 (03/19),"3,586",428,04,1일전 (03/18),"3,586",1주일전 (03/12),"3,485",2주일전 (03/05),"3,318",1개월전,"4,816",1년전,"4,858",일평년,"4,140"
아보카도,수입(1개),상품,1개,당일 (03/19),"2,070",430,04,1일전 (03/18),"2,070",1주일전 (03/12),"2,046",2주일전 (03/05),"2,046",1개월전,"2,050",1년전,"2,290",일평년,"2,290"
소_안심,안심,1++등급,100g,당일 (03/19),"14,327",4301,01,1일전 (03/18),"14,221",1주일전 (03/12),"14,353",2주일전 (03/05),"14,199",1개월전,"14,164",1년전,"14,837",일평년,"14,833"
소_등심,등심,1++등급,100g,당일 (03/19),"12,824",4301,01,1일전 (03/18),"12,947",1주일전 (03/12),"13,120",2주일전 (03/05),"12,985",1개월전,"13,035",1년전,"13,189",일평년,"13,186"
설도,설도,1++등급,100g,당일 (03/19),"4,365",4301,01,1일전 (03/18),"4,445",1주일전 (03/12),"4,378",2주일전 (03/05),"4,418",1개월전,"4,437",1년전,"4,763",일평년,"4,763"
소_양지,양지,1++등급,100g,당일 (03/19),"5,660",4301,01,1일전 (03/18),"5,701",1주일전 (03/12),"5,620",2주일전 (03/05),"5,776",1개월전,"5,719",1년전,"6,358",일평년,"6,360"
소_갈비,갈비,1++등급,100g,당일 (03/19),"9,639",4301,01,1일전 (03/18),"9,761",1주일전 (03/12),"9,528",2주일전 (03/05),"8,953",1개월전,"8,953",1년전,"8,560",일평년,"8,625"
돼지_앞다리살,앞다리,앞다리,100g,당일 (03/19),"1,337",4304,00,1일전 (03/18),"1,342",1주일전 (03/12),"1,313",2주일전 (03/05),"1,360",1개월전,"1,377",1년전,"1,261",일평년,"1,261"
돼지_삼겹살,삼겹살,삼겹살,100g,당일 (03/19),"2,218",4304,00,1일전 (03/18),"2,216",1주일전 (03/12),"2,301",2주일전 (03/05),"2,196",1개월전,"2,277",1년전,"2,249",일평년,"1,999"
돼지_갈비,갈비,갈비,100g,당일 (03/19),"1,387",4304,00,1일전 (03/18),"1,378",1주일전 (03/12),"1,372",2주일전 (03/05),"1,384",1개월전,"1,380",1년전,"1,306",일평년,"1,305"
돼지_목심,목심,목심,100g,당일 (03/19),"2,109",4304,00,1일전 (03/18),"2,095",1주일전 (03/12),"2,106",2주일전 (03/05),"2,008",1개월전,"2,091",1년전,"2,052",일평년,"2,051"
닭,육계(kg),육계(kg),1kg,당일 (03/19),"5,900",9901,00,1일전 (03/18),"6,065",1주일전 (03/12),"6,048",2주일전 (03/05),"5,769",1개월전,"5,813",1년전,"6,030",일평년,"5,558"
계란,특란10구,일반란,10구,당일 (03/19),"3,252",9903,71,1일전 (03/18),"3,247",1주일전 (03/12),"3,204",2주일전 (03/05),"3,422",1개월전,"3,481",1년전,"3,720",일평년,"3,720"
우유,흰우유,흰우유,1L,당일 (03/19),"3,090",9908,00,1일전 (03/18),"3,088",1주일전 (03/12),"3,087",2주일전 (03/05),"3,079",1개월전,"3,080",1년전,"2,883",일평년,"2,883"
고등어,국산(염장)(1손),중품,1손,당일 (03/19),"5,200",611,05,1일전 (03/18),"5,200",1주일전 (03/12),"6,000",2주일전 (03/05),"6,000",1개월전,"5,600",1년전,"4,620",일평년,"3,608"
꽁치,냉동(수입)(5마리),중품,5마리,당일 (03/19),"7,336",612,05,1일전 (03/18),"7,545",1주일전 (03/12),"7,545",2주일전 (03/05),"7,236",1개월전,"7,336",1년전,"6,846",일평년,"4,551"
갈치,국산(냉장)(1마리),大,1마리,당일 (03/19),"19,100",613,20,1일전 (03/18),"19,100",1주일전 (03/12),"19,433",2주일전 (03/05),"18,125",1개월전,"18,207",1년전,-,일평년,-
조기,참조기(냉동)(1마리),中,1마리,당일 (03/19),"1,335",614,21,1일전 (03/18),"1,335",1주일전 (03/12),"1,338",2주일전 (03/05),"1,530",1개월전,"1,814",1년전,"1,350",일평년,"1,350"
참조기,참조기(냉동)(1마리),中,1마리,당일 (03/19),"1,335",614,21,1일전 (03/18),"1,335",1주일전 (03/12),"1,338",2주일전 (03/05),"1,530",1개월전,"1,814",1년전,"1,350",일평년,"1,350"
명태,냉동(원양수입통합)(1마리),大,1마리,당일 (03/19),"2,892",615,20,1일전 (03/18),"3,210",1주일전 (03/12),"3,263",2주일전 (03/05),"3,513",1개월전,"3,287",1년전,"3,653",일평년,"3,653"
